"","id","author","title","date","Status","reviewer","Light-Neurocognition","Water-Neurocognition","Air-Neurocognition","Land-Neurocognition","Biota-Neurocognition","Interaction & Perception-Neurocognition","Built Environment-Neurocognition","Chemical Hazards-Neurocognition","Meteorological-Neurocognition","Geological-Neurocognition","Light-Neurodevelopment","Water-Neurodevelopment","Air-Neurodevelopment","Land-Neurodevelopment","Biota-Neurodevelopment","Interaction & Perception-Neurodevelopment","Built Environment-Neurodevelopment","Chemical Hazards-Neurodevelopment","Meteorological-Neurodevelopment","Geological-Neurodevelopment","Light-Personality & Identity","Water-Personality & Identity","Air-Personality & Identity","Land-Personality & Identity","Biota-Personality & Identity","Interaction & Perception-Personality & Identity","Built Environment-Personality & Identity","Chemical Hazards-Personality & Identity","Meteorological-Personality & Identity","Geological-Personality & Identity","Light-Reality Connection","Water-Reality Connection","Air-Reality Connection","Land-Reality Connection","Biota-Reality Connection","Interaction & Perception-Reality Connection","Built Environment-Reality Connection","Chemical Hazards-Reality Connection","Meteorological-Reality Connection","Geological-Reality Connection","Light-Social & Behavioral","Water-Social & Behavioral","Air-Social & Behavioral","Land-Social & Behavioral","Biota-Social & Behavioral","Interaction & Perception-Social & Behavioral","Built Environment-Social & Behavioral","Chemical Hazards-Social & Behavioral","Meteorological-Social & Behavioral","Geological-Social & Behavioral","Light-Mind-Body Relationship","Water-Mind-Body Relationship","Air-Mind-Body Relationship","Land-Mind-Body Relationship","Biota-Mind-Body Relationship","Interaction & Perception-Mind-Body Relationship","Built Environment-Mind-Body Relationship","Chemical Hazards-Mind-Body Relationship","Meteorological-Mind-Body Relationship","Geological-Mind-Body Relationship","Light-Stress & Resilience","Water-Stress & Resilience","Air-Stress & Resilience","Land-Stress & Resilience","Biota-Stress & Resilience","Interaction & Perception-Stress & Resilience","Built Environment-Stress & Resilience","Chemical Hazards-Stress & Resilience","Meteorological-Stress & Resilience","Geological-Stress & Resilience","Light-Affect","Water-Affect","Air-Affect","Land-Affect","Biota-Affect","Interaction & Perception-Affect","Built Environment-Affect","Chemical Hazards-Affect","Meteorological-Affect","Geological-Affect","continent1","subregion1","country1","continent2","subregion2","country2","continent3","subregion3","country3","Urban","Rural","Women","Men","In-utero (unborn)","Children and Adolescents (under 18)","Older adults (65+)","Pregnant persons","Low-income","High-income","Outdoor workers","Indoor workers","Unhoused","Non-literate","Indigenous","Migrant","Racial/ethnic minority/minoritized population","Other marginalized population","Other (please note)","General/non-specified","other","ej","Flagship paper","General doubts","exclusion","notes","matrix_cell","pop_list"
"349",3763,"Shuda 2020","Effect of nature exposure on perceived and physiologic stress: A systematic review","2023-08-28","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Air-Stress & Resilience, Interaction & Perception-Stress & Resilience","General/non-specified"
"350",3777,"Adani 2020","Selenium and Other Trace Elements in the Etiology of Parkinson's Disease: A Systematic Review and Meta-Analysis of Case-Control Studies","2023-07-22","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition","Older adults (65+)"
"351",3779,"Uwajeh 2019","Therapeutic gardens as a design approach for optimising the healing environment of patients with Alzheimer's disease and other dementias: A narrative review","2023-08-14","IP Address","Hannah","Off","Off","Off","On","On","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","On","On","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"Discussed the relationship between horticulture and VR natural environments in the context of therapy for Alzheimers. Not sure if it should be excluded because of this.","Air-Neurocognition, Land-Neurocognition, Biota-Neurocognition, Interaction & Perception-Neurocognition, Air-Affect, Land-Affect, Biota-Affect, Interaction & Perception-Affect","General/non-specified"
"352",3807,"Rivollier 2019","Perinatal exposure to environmental endocrine disruptors in the emergence of neurodevelopmental psychiatric diseases: A systematic review","2023-07-10","IP Address","Kelechi","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","General/non-specified"
"353",3814,"Noel 2018","Social Capital and Mental Health in Post-Disaster/Conflict Contexts: A Systematic Review","2023-07-10","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"This paper discusses mental health in disaster regions, but mainly positive effect of social capital on it. Not sure if we want to include or exclude that? I tend to say include.","Meteorological-Mind-Body Relationship, Meteorological-Stress & Resilience, Meteorological-Affect","General/non-specified"
"354",3815,"ZareSakhvidi 2018","Environmental Noise Exposure and Neurodevelopmental and Mental Health Problems in Children: a Systematic Review","2023-08-02","IP Address","Lars","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Very broad study on noise exposure and traffic noise and its influence on many aspects of mental and cognitive health.","Biota-Neurocognition, Interaction & Perception-Neurocognition, Biota-Neurodevelopment, Interaction & Perception-Neurodevelopment, Biota-Social & Behavioral, Interaction & Perception-Social & Behavioral, Biota-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship, Biota-Stress & Resilience, Interaction & Perception-Stress & Resilience","Children and Adolescents (under 18)"
"355",3818,"Pattyn 2018","From the midnight sun to the longest night: Sleep in Antarctica","2023-08-21","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Antarctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please note)",NA,"Antactica Research Station Personnell","No",NA,NA,NA,NA,"Geological-Social & Behavioral, Geological-Stress & Resilience","Other (please note)"
"356",3823,"Naranjo 2020","Lead Toxicity in Children: An Unremitting Public Health Problem","2023-09-04","IP Address","Breanna","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"357",3829,"Ongono 2020","Pesticides used in Europe and autism spectrum disorder risk: can novel exposure hypotheses be formulated beyond organophosphates, organochlorines, pyrethroids and carbamates? - A systematic review","2023-09-12","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18)"
"358",3836,"Donzelli 2020","Particulate matter exposure and attention-deficit/hyperactivity disorder in children: A systematic review of epidemiological studies","2023-07-08","IP Address","Lars","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Water-Neurocognition, Water-Neurodevelopment","Children and Adolescents (under 18)"
"359",3837,"Herting 2019","Outdoor Air Pollution and Brain Structure and Function From Across Childhood to Young Adulthood: A Methodological Review of Brain MRI Studies","2023-09-02","IP Address","Kelechi","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please note)",NA,"Pre-adolescents (<13 years of age)","No",NA,NA,NA,NA,"Water-Neurodevelopment","Other (please note)"
"360",3841,"Schubert 2019","Behavioral and emotional disorders and transportation noise among children and adolescents: A systematic review and meta-analysis","2023-07-31","IP Address","Elise","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Europe",NA,NA,"Europe","Northern Europe","United Kingdom of Great Britain and Northern Ireland","Asia",NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Flagship paper",NA,NA,NA,"Biota-Neurocognition, Built Environment-Neurocognition, Biota-Neurodevelopment, Built Environment-Neurodevelopment, Biota-Social & Behavioral, Built Environment-Social & Behavioral, Biota-Stress & Resilience, Built Environment-Stress & Resilience, Biota-Affect, Built Environment-Affect","Children and Adolescents (under 18)"
"361",3843,"Pfefferbaum 2019","A Meta-analysis of Intervention Effects on Depression and/or Anxiety in Youth Exposed to Political Violence or Natural Disasters","2023-08-02","IP Address","Nora","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Meteorological-Stress & Resilience, Meteorological-Affect","Children and Adolescents (under 18)"
"362",3861,"Liu 2020","Biomarkers of environmental manganese exposure and associations with childhood neurodevelopment: A systematic review and meta-analysis","2023-08-07","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"363",3866,"Ternes 2020","Brain health INnovation Diplomacy: A model binding diverse disciplines to manage the promise and perils of technological innovation","2023-07-21","IP Address","Lars","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No","Flagship paper",NA,NA,"This is a very interesting paper, mentioning how technology (built environment) might cause dementia etc., but also how technological solutions can be developed and utilized to avoid cognitive decline. Would be excluded otherwise, but a vision of bringing this together with the review/database we are developing has great potential.","Interaction & Perception-Neurocognition","General/non-specified"
"364",3879,"Friesinger 2019","Studies regarding supported housing and the built environment for people with mental health problems: A mixed-methods literature review","2023-08-07","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Americas","Northern America",NA,"Europe","Northern Europe","Sweden","Central and South America","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"This study design is backwards for our interests: examining housing and built enviroment for people w/ mental illness.

Loosely relates well-being in, and mentions psychaitric distress, recovery, and adaptive functioning, but no further discussion. Largey focuses on social identity, safe havens, place-making, and community","Interaction & Perception-Social & Behavioral, Interaction & Perception-Stress & Resilience","General/non-specified"
"365",3884,"Menculini 2018","Depressive mood and circadian rhythms disturbances as outcomes of seasonal affective disorder treatment: A systematic review","2023-08-15","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Europe",NA,NA,"Americas","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Geological-Social & Behavioral, Geological-Stress & Resilience","General/non-specified"
"366",3886,"Best 2018","Language Exposure of Preterm Infants in the Neonatal Unit: A Systematic Review","2023-08-21","IP Address","Lars","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Europe",NA,NA,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Biota-Neurocognition","Children and Adolescents (under 18)"
"367",3892,"Felappi 2020","Green infrastructure through the lens of “One Health”: A systematic review and integrative framework uncovering synergies and trade-offs between mental health and wildlife support in cities","2023-07-17","IP Address","Mariana","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Biota-Mind-Body Relationship, Interaction & Perception-Mind-Body Relationship, Biota-Stress & Resilience, Interaction & Perception-Stress & Resilience","General/non-specified"
"368",3902,"Mmako 2020","Green spaces, dementia and a meaningful life in the community: A mixed studies review","2023-08-11","IP Address","Hannah","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","On","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Europe",NA,NA,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No","Flagship paper",NA,NA,"This is was a very systematic paper which examined many facets of the potential impacts of green space and interaction with nature on dementia patients, including a discussion on the impact on the self-identity of dementia patients.","Air-Neurocognition, Biota-Neurocognition, Air-Personality & Identity, Biota-Personality & Identity, Air-Social & Behavioral, Biota-Social & Behavioral, Air-Mind-Body Relationship, Biota-Mind-Body Relationship","General/non-specified"
"369",3905,"Shea 2020","Towards a fuller assessment of the economic benefits of reducing air pollution from fossil fuel combustion: Per-case monetary estimates for children's health outcomes","2023-07-14","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"General doubts",NA,"Very much on the border to exclude it, but wanted to discuss: This paper reviews the costs of children's diseases, including ADHD and Autism, caused by air pollution. But focuses purely on the monetary aspect really.","Water-Neurodevelopment","Children and Adolescents (under 18)"
